Usuario,Comentario,Calificación
Un usuario de Google,"funcional e intuitivo, cumple mis expectativas",5
Un usuario de Google,lo mejor lo encontré aquí en BCP,5
Un usuario de Google,gracias. muy buen servicio,5
Un usuario de Google,"Desde hace un mes que la app presenta problemas, actualizo, reinstalo, y funciona una vez y luego nunca más, y nuevamente al bucle de desinstalar y reinstalar y funciona solo unos minutos, he visto que más personas tienen el mismo inconveniente, envié un mensaje a los correos de viabcp que aparecen en al Google play, espero su pronta respuesta. En su respuesta me dicen que les escriba al fan page, pero, nuevamente, no uso Facebook, si tuvieran otra manera de contactarlos, por favor.",1
Un usuario de Google,"excelente, muy útil la plataforma digital de bcp.",5
Un usuario de Google,es un buena experiencia,5
Un usuario de Google,"Pésima, quiero transferir y no funciona el token digital, la última actualización la malogro todo...",1
Un usuario de Google,muy buena calidad,5
Un usuario de Google,Se cae constantemente y no permite hacer los pagos a tiempo,1
Un usuario de Google,es una opcion muy buena,5
Un usuario de Google,genial,5
Un usuario de Google,rápido y seguro,5
Un usuario de Google,buena nunca eh tenido problemas,5
Un usuario de Google,"últimamente viene fallando la app. cada vez que quiero entrar no puedo. tengo q reiniciar el teléfono o volver a instalar la app para que funcione. Eso es en la primera vez, pero cuando quiero volver a entrar ya no se puede.",3
Un usuario de Google,"sinceramente aburre con tanta actualización. deberian hacerla más segura en lugar de estar actualizando cada rato, aburre",1
Un usuario de Google,presenta falla no puedo ingresar como antes,1
Un usuario de Google,Excelente,5
Un usuario de Google,Que es lo q está pasando con esta nueva app..se estanca = no quiere salir ( hubiesen ANUNCIADO con anticipación cambios ahora estoy en problemas no puedo pagar mis servicios ),2
Un usuario de Google,excelente,5
Un usuario de Google,excelente,5
Un usuario de Google,"Esta app la misma cosa, hoy le estoy dando por octava vez la oportunidad y aun así me falla, ni me deja ni ingresar a app y necesito bloquear mi tarjeta, pesimoo",1
Un usuario de Google,"Hace una semana no puedo ingresar la App se cuelga, intenté actualizar, desinstalé e reinstalé y nada.",3
Un usuario de Google,muy buena,4
Un usuario de Google,excelente,5
Un usuario de Google,no funciona el token digital,2
Un usuario de Google,falla en seguida a la hora que se hace transferencia,1
Un usuario de Google,buena 👍,5
Un usuario de Google,"en el banco sede de huanuco no ayudan ayudan con banca móvil, pésimo servicio",1
Un usuario de Google,"Genial, aunque demore en la cola, pero la atención y solución del inconveniente fue rápido",5
Un usuario de Google,"un favor yo generalmente tengo todo en wardaditos, 1. - cuando retiro algo a la cuenta este no se actualiza tengo que cerrar todo volver abrir para visualizarlo podrían mejorar eso? 2.- cuando estoy mirando algún otra app yape o revisando recibos u otras apps y dejo abierto la app BCP supuestamente ""segundo plano""; cuando regreso a la app está se cuelga no se restablece dónde la deje menos si es volver a loguear se queda todo azul colgado podrían mejorar eso? por favor! gracias.",3
Un usuario de Google,genial,5
Un usuario de Google,buena,4
Un usuario de Google,"Muy ágil, vale la pena 💪🏻👍🏻",5
Un usuario de Google,genial,5
Un usuario de Google,Excelente app y banco muy eficiente y rápida 👍,5
Un usuario de Google,Excelente servicio,4
Un usuario de Google,Que funciona todas contacto para siempre al momento,4
Un usuario de Google,rápido,4
Un usuario de Google,excelente,5
Un usuario de Google,No carga el aplicativo de descuentos desde que lo pasaron a Qore 😡,1
Un usuario de Google,está buena,5
Un usuario de Google,por ahora estoy conforme gracias,5
Un usuario de Google,muy bien,5
Un usuario de Google,muy bueno el servicio,5
Un usuario de Google,Tú dinero no está seguro.,2
Un usuario de Google,es una porqueria no funciona cuando nececitas,1
Un usuario de Google,genial. se merece muchísimo premios por el mejor banco,5
Un usuario de Google,Realmente esta mas inservible.. una app que colapsa tan rapido . . En realidad ya no sirve,1
Un usuario de Google,buena,5
Un usuario de Google,con la última actualización tengo problemas para realizar transferencias,2
Un usuario de Google,muy interesante y rápido.,5
Un usuario de Google,es muy buena la atencion y muy amables en el trato,5
Un usuario de Google,Dinámica,5
Un usuario de Google,excelente...rápido y confiable,5
Un usuario de Google,muy importante apps,5
Un usuario de Google,para Activar el Token por rostro...no sirve.... pésimo funcionamiento,1
Un usuario de Google,Excelente servicio,5
Un usuario de Google,BCP es el mejor de los Bancos,4
Un usuario de Google,me funciona bien.,5
Un usuario de Google,muy bien,5
Un usuario de Google,Le doy 1 estrellas por que hay que estar actualizando muy seguido la aap,1
Un usuario de Google,"Muy buena es una excelente app, pero me gustaría que me dee algún premio el cuy mágico 🥺",5
Un usuario de Google,muy útil,5
Un usuario de Google,Muestra información requerida,5
Un usuario de Google,Atención rápida,5
Un usuario de Google,Muy bien gracias,5
Un usuario de Google,exelente,5
Un usuario de Google,excelente,5
Un usuario de Google,"buenos días , e sacado otra cuenta BCP débito se puede abrir otra aplicación banca móvil para mi nueva cta",5
Un usuario de Google,mal,4
Un usuario de Google,muy buena,5
Un usuario de Google,"no entiendo porque nos obligan a tener un bloqueo de pantalla en el celular si ya de por sí la aplicación tiene para poner nuestra clave. eso no debería pasar, mal gestinado, hay gente como yo que no quiere tener bloqueo y nos obligan",1
Un usuario de Google,excelente,5
Un usuario de Google,mucho molestan ahora no puedo entrar por no tengo seguridad de bloqueo,3
Un usuario de Google,chevre,5
Un usuario de Google,exelente aplicación hace más fácil el día,5
Un usuario de Google,no puedo ingresar me bota del sistema bcp celular que uso es el Motorola g60s,1
Un usuario de Google,excelente,5
Un usuario de Google,"no puedo ingresar a mi aplicativo BCP, me indica que hay inconvenientes que intente más tarde, pero desde anoche no me deja ingresar",1
Un usuario de Google,La app no me permite pagar servicios ni hacer transferencias a cuentas de ahorros. Y respecto a pagar con Yape: A veces permite y a veces no. Está Actualizada a la última versión. Que debería hacer ?,1
Un usuario de Google,muy buena,5
Un usuario de Google,fácil de usar,5
Un usuario de Google,es muy práctica y fácil de utilizar,5
Un usuario de Google,no funciona en mi teléfono Motorola g60s,1
Un usuario de Google,"Todo bien la aplicación, pero hay problema en el apartado ver movimientos, por ejemplo, no se puede buscar cuando una empresa de ventas realiza el deposito de reembolso. Esto me sucedio con Falabella, despues de un mes recien en el estado de cuenta pude visualizar la transacción del reembolso, pero aún cuando trato de ver dicho movimiento desde la App Banca Movil con el nombre de la transacción o el codigo de autorización que me dieron, no me sale, lo cual me genera desconfianza.",3
Un usuario de Google,"Después de la actualización de la Apk, ha dejado de funcionar. Cada vez que ingreso la clave web, el aplicativo me expulsa y eso me sucede siempre.",3
Un usuario de Google,"no funciona el reconocimiento del DNI y me esta haciendo perder mi tiempo, y el problema no es mi celular pues la imagen esta nitida y sin brillo. Ayudenme dandome solucion.",1
Un usuario de Google,no vale no se puede entrar cero calificacion,1
Un usuario de Google,muy buena y rápida,5
Un usuario de Google,no tengo queja alguna,3
Un usuario de Google,bien,5
Un usuario de Google,"Le pongo una estrella porque la aplicación no funciona. Desde hace un tiempo ha ocurrido un problema que no me permite abrirla. Cada vez que intento ingresar, simplemente se cierra o aparece un error. Ya he intentado reiniciar mi celular, borrar caché, y hasta reinstalar la app, pero nada funciona. Es muy frustrante porque necesito hacer operaciones bancarias urgentes y no tengo otra manera de acceder a mis cuentas. No es justo que una aplicación tan importante tenga estos fallos.",1
Un usuario de Google,muy buena está aplicación 👌 gracias 🫂 por su servicio,5
Un usuario de Google,Mucho de que dudar de la aplicativo siempre falla dando mensaje error de servidor,2
Un usuario de Google,es muy fácil y sencillo solo que tienen que poner algo más de seguridad,5
Un usuario de Google,"no logro ingresar, me dice error de la aplicacion",1
Un usuario de Google,iii IMPRESCINDIBLE y muy necesaria !!!.... GRACIAS BCP.,5
Un usuario de Google,"Pésima actualización, ya la actualice y aún me dice que debo actualizar 🤬",2
Un usuario de Google,Excelente,5
Un usuario de Google,Pongo mi contraseña y se cierra el programa automáticamente.,1
Un usuario de Google,buena,5
Un usuario de Google,Muy buena para hacerlo sin salir de casa o el trabajo,5
Un usuario de Google,muy eficaz,5
Un usuario de Google,descargue la App y no me abre me dice que tiene un error la aplicación 😡,1
Un usuario de Google,pesima experiencia,1
Un usuario de Google,"conozco la aplicacion, cada vez mejorando...",4
Un usuario de Google,"malísima, no abré el aplicativo",1
Un usuario de Google,mi banca móvil se flashea cada rrato,4
Un usuario de Google,cada que ingreso a la app se cierra y no me deja realizar nada,1
Un usuario de Google,buena para todo mi uso financiero,5
Un usuario de Google,"atención rápida,cajeros siempre disponibles en todo momento.",5
Un usuario de Google,me encantó la aplicación de toker,4
Un usuario de Google,buenas tardes B.C.P...siempre ha sido un buen BANCO...serio y responsable...,5
Un usuario de Google,excelente,5
Un usuario de Google,excelente,5
Un usuario de Google,"muy rápido y fácil de entender, excelente",5
Un usuario de Google,buenazossss,5
Un usuario de Google,práctico,5
Un usuario de Google,"Está buena, pero sería excelente que en la sección Consultas aparezca más detalles de los movimientos realizados como por ejemplo la hora en que se hizo el depósito o el retiro..",4
Un usuario de Google,buena aplicación,5
Un usuario de Google,Excelente servicio BCP,5
Un usuario de Google,bien,3
Un usuario de Google,genial,5
Un usuario de Google,la aplicación es una basura puras actualización y sigue igual sus errores,1
Un usuario de Google,muy buena,5
Un usuario de Google,ok,3
Un usuario de Google,"si muy buen servicio, gracias",4
Un usuario de Google,buen banco,5
Un usuario de Google,muy buena se recomienda,5
Un usuario de Google,rapidez,5
Un usuario de Google,La app mucho falla no me deja hacer pagos,1
Un usuario de Google,excelente,5
Un usuario de Google,"Siempre en los momentos importantes la aplicación se va al suelo. No se puede hacer transacciones interbancaria ni siquiera a cuentas del mismo BCP, nada de Yape o Plin. Y la cereza en el pastel ""excediste el límite de intentos"". Como? Si no pude hacer nada...",1
Un usuario de Google,bueno,5
Un usuario de Google,muy buena app son rápidos y muy buenos,5
Un usuario de Google,No me deja descargar el app,1
Un usuario de Google,cada que lanzan una actualización que es muy frecuente. la app va de mal en peor,1
Un usuario de Google,buena,5
Un usuario de Google,Muy buena,5
Un usuario de Google,Excelente,5
Un usuario de Google,chido,5
Un usuario de Google,genial,4
Un usuario de Google,excelente,5
Un usuario de Google,un buen servicio.,5
Un usuario de Google,muy buena,5
Un usuario de Google,lo máximo,5
Un usuario de Google,muy bueno,5
Un usuario de Google,no me permite abrir la cuenta Se cuelga y me dice la app está fallando.,5
Un usuario de Google,buena,5
Un usuario de Google,mal con la nueva versión. no sé puede hacer pagos ni nada se cierra. y x la banca piden token lo mismo que no tener app e ir a perder el tiempo en el banco,1
Un usuario de Google,eficiente,5
Un usuario de Google,muy buena aplicación,5
Un usuario de Google,"NO LOGRO ACTUALIZAR, ME ESTA CAUSANDO MOLESTIAS",1
Un usuario de Google,genial,5
Un usuario de Google,Muy buena la apps,5
Un usuario de Google,muy buena,5
Un usuario de Google,"Pésima actualización, estaba mejor antes",4
Un usuario de Google,Masomenos,3
Un usuario de Google,buena,5
Un usuario de Google,muy mala,1
Un usuario de Google,Muy buena,5
Un usuario de Google,Buena y rápido,5
Un usuario de Google,EXELENTE,5
Un usuario de Google,No puedo hacer transferencia ni puedo cambiar mi token a token digital después q se actualizará la aplicación Dentro de la aplicación no hay ayuda al cliente pésimo servicio,3
Un usuario de Google,exelente,5
Un usuario de Google,ok,5
Un usuario de Google,"buen servicio, Pero en realidad para ingresar por yape y hacer mi transferencia, Pero al parecer anda fallando y túve que entrar por acá para pasar el dinero por medio de transferencia, me ayudó bastante.",5
Un usuario de Google,"ha bajado su nivel demasiado, ya ni da ganas de usarla",1
Un usuario de Google,"no me deja hacer transferencias a nadie, sale por favor inténtelo más tarde",1
Un usuario de Google,"desde la actualización de la versión 5.0.0 no me deja acceder a la app desde mi celular, me indica que la app está fallando.",1
Un usuario de Google,"excelente; de muchas ayuda,gracias BCP!!!",5
Un usuario de Google,es la segunda vez que la aplicación no puede ingresar por varios días y se cierra inmediatamente,1
Un usuario de Google,ok,5
Un usuario de Google,muy práctico y útil,5
Un usuario de Google,buen servicio,5
Un usuario de Google,no abre,1
Un usuario de Google,"Más o menos ya, que nos pide que descarguemos cada rato por que sinl no podemos ingresar",4
Un usuario de Google,exelente,5
Un usuario de Google,me gusta,5
Un usuario de Google,magnífica app,5
Un usuario de Google,"no ingresa,me sale qué ocurrió un error, tengo ya un año con este mismo error. En La banca si puedo entrar pero con La aplicación no",1
Un usuario de Google,"no funciona los beneficios, no se puede acceder y demora",1
Un usuario de Google,no puede cargar,1
Un usuario de Google,"Desde la ultima actualización, esta aplicación está fallando demasiado arreglen eso",1
Un usuario de Google,"Muy bueno, rápido y muy comfiable.",5
Un usuario de Google,mala experiencia siempre hay problemas con las transferencias,1
Un usuario de Google,"La experiencia ha mejorado un poco, pero aún hay detalles por corregir. Al realizar un pago con tarjeta de crédito, me quedo atrapada en la pantalla de constancia sin opción para volver atrás. Tengo que cerrar la app manualmente, lo cual resulta en una experiencia bastante frustrante.",3
Un usuario de Google,excelente,5
Un usuario de Google,Está muy buena,5
Un usuario de Google,excelente servicio.,5
Un usuario de Google,"la aplicacion qore embebida es en esta app es la peor decision que han tomado, q sea una app aparte como antes",1
Un usuario de Google,Siempre me han ayudado a resolver mis dudas y problemas.,5
Un usuario de Google,excelenteble falta huella digital para entrar al app pero supongo que esta por seguridad,4
Un usuario de Google,"Sería bueno que implementen la opción de DESAFILIARSE DE ""ORGANÍZATE BCP"", esto debido a que: 1. Ralentiza demasiado la app cuando se activa, pierde un 60% de fluidez en la app. 2. Prácticamente es un navegador incluído más que algo funcional de la app, es como si abrieras una página web y eso no es nada amigable para el usuario.",3
Un usuario de Google,exelente,5
Un usuario de Google,bien,4
Un usuario de Google,excelente,5
Un usuario de Google,muy buena,5
Un usuario de Google,lo máximo,5
Un usuario de Google,excelente,5
Un usuario de Google,bien,1
Un usuario de Google,"La app no me funciona intento siempre me sale ""error estamos solucionando""",1
Un usuario de Google,buena,5
Un usuario de Google,Es una buena plataforma,4
Un usuario de Google,Muy buena,5
Un usuario de Google,la app es perfecta,5
Un usuario de Google,no abre,1
Un usuario de Google,"Desastre de app y de banco, su app no abre, espero que lo haga cuando tengan una sanción por las denuncias que venimos haciendo.",1
Un usuario de Google,me tienen hinchada con las actualizaciones,5
Un usuario de Google,buenaso,5
Un usuario de Google,rápida y simple,5
Un usuario de Google,Gracias por todo manos,4
Un usuario de Google,Buena app,5
Un usuario de Google,excelente,5
Un usuario de Google,ʙᴜᴇɴᴀ ᴀᴘᴘ ʀᴇᴄᴏᴍᴇɴᴅᴀᴅᴀ,5
Un usuario de Google,es muy buena este app,5
Un usuario de Google,Muy buen servicio gracias,5
Un usuario de Google,"es muy buena la aplicación, ya que pues Facilita las Transferencia pequeñas con mucha Facilidad. solo aique Actualizar en cierto Tiempo. materia de Seguridad.",4
Un usuario de Google,se cierra la app al intentar entrar,1
Un usuario de Google,"alguien que me ayude por favor, cada vez que quiero transferir me sale ""BM9999 - Ha ocurrido un error en el servicio."" ya tengo tiempo con este problema y no sé qué hacer y no me dan solución el BCP",1
Un usuario de Google,no funciona,1
Un usuario de Google,me encanta,5
Un usuario de Google,excelente gracias,5
Un usuario de Google,fabuloso,5
Un usuario de Google,Buena atención a las personas de la tercera edad dando preferencia gracias,4
Un usuario de Google,"es super bueno , y rapido y seguro",5
Un usuario de Google,"después de la actualización no me deja entrar, se cierra arreglen eso",1
Un usuario de Google,es importante para ser movimientos y facilita rápidamente,5
Un usuario de Google,genial,5
Un usuario de Google,es buena,4
Un usuario de Google,Es una app interesante me ha facilitado en muchas actividades,4
Un usuario de Google,"no eh tenido ninguna queja, es sencillo de utilizar , y muy práctico estoy muy agradecido",5
Un usuario de Google,seguro y fácil,5
Un usuario de Google,De uso muy fácil.,5
Un usuario de Google,excelente app,5
Un usuario de Google,Es muy practico y operativo,4
Un usuario de Google,excelente,5
Un usuario de Google,"Pésima aplicación, interfaz lenta, el sistema cada 2 pasos de casi cualquier proceso muestra la pantalla de ""hubo un error inesperado, por favor intente más tarde"".",1
Un usuario de Google,no me quejo ... muy buena,5
Un usuario de Google,El sistema me parece bien y estoy contenta con el servicio que brindan.,5
Un usuario de Google,buena,5
Un usuario de Google,Buena,5
Un usuario de Google,llevo semanas que ingreso mi clave y se cierra la app BCP tengo que reiniciar mi teléfono y recién abre ... porfavor solucionen el problema ya me comunique con un asesor pero sigue igual,1
Un usuario de Google,exelente 👍,5
Un usuario de Google,excelente,5
Un usuario de Google,muy bueno,5
Un usuario de Google,bien,5
Un usuario de Google,excelente servicio,5
Un usuario de Google,no puedo activar mi nueva tarjeta,1
Un usuario de Google,muy bueno,5
Un usuario de Google,amigable,5
Un usuario de Google,jfue fácil y útil.,5
Un usuario de Google,Muy bien,5
Un usuario de Google,Pésimo! No me deja hacer pagos!!!!,1
Un usuario de Google,todavía falta buenas atención al público cuando deseamos hacer trámites,3
Un usuario de Google,excelente,5
Un usuario de Google,Muy buena,3
Un usuario de Google,regular,3
Un usuario de Google,👍👍👍👍,5
Un usuario de Google,muy útil,5
Un usuario de Google,ok,5
Un usuario de Google,actualización muy pesadas,1
Un usuario de Google,alguien me puede decir cómo cancelar mís suscripciones ? que me está consumiendo mí saldo,3
Un usuario de Google,"Tengo 5 días con problemas para abrir la aplicación, aún desinstalando y volviendo a instalar",1
Un usuario de Google,muy bueno,5
Un usuario de Google,excelente.,5
Un usuario de Google,buena,5
Un usuario de Google,muy buena,5
Un usuario de Google,muy buena,5
Un usuario de Google,Es muy importante para todos los usuarios que utilizamos a diario,5
Un usuario de Google,excelente,5
Un usuario de Google,mucho problema. cuando quiero abrir el app bcp se cierra automáticamente. esto no sucede con los otros bancos sólo con bcp.....me está causando muchos problemas,2
Un usuario de Google,la aplica con anterior no me tomaba tanto tiempo.p,3
Un usuario de Google,"desde la última actualización no puedo ni ingresar al app, tengo que intentar mil veces hasta que ingresé y después de lograrlo, solo se queda congelado en la pantalla de inicio, pésimo servicio en comparación de la versión anterior y cualquier otra más efectiva",1
Un usuario de Google,ok,1
Un usuario de Google,la nueva actualización del aplicativo está horrible,1
Un usuario de Google,Excelente app la recomiendo BCP es el mejor banco,5
Un usuario de Google,Demora transferencia. el resto bien,4
Un usuario de Google,se cae el sistema en momentos importantes..A,1
Un usuario de Google,una basura está aplicación no puedo ingresar a la banca móvil,1
Un usuario de Google,la app de cierra ni siquiera inicia,1
Un usuario de Google,excelente servicio,5
Un usuario de Google,muy buena la app Puedo realizar mis operaciones,5
Un usuario de Google,mucha falla la aplicación no se descarga y a cada momento actualiza y no deja descargar mejor pasar al interbank mis cuentas,1
Un usuario de Google,muy buena,5
Un usuario de Google,hasta ahora buena,4
Un usuario de Google,todavía no puedo ingresar,5
Un usuario de Google,Buena,5
Un usuario de Google,Espectacular ★★★★★★★,5
Un usuario de Google,Buena,5
Un usuario de Google,pésima plataforma y no válida el token digital de manera directa a la hora de transferir,1
Un usuario de Google,Excelente,5
Un usuario de Google,muy buena,5
Un usuario de Google,Esta fallando esta aplicacion .no se puede abrir hey intentado muchas veces y se cierra automaticamente,3
Un usuario de Google,exelente muy util. nos ahorra tiempo. dinero y energia. gracias app.,5
Un usuario de Google,excelente!,5
Un usuario de Google,oportuna,4
Un usuario de Google,"NO SE PUEDE DESACTIVAR LOS MENSAJES DE PUBLICIDAD COMO AFILIACION A SEGUROS DE ROBO, DE VIAJE, ETC. TODO EL TIEMPO ME LLEGAN NOTIFICACIONES DE PUBLICIDAD DEL BCP",1
Un usuario de Google,muy buena y segura 👍,5
Un usuario de Google,todas cuando llega una promoción da toda la información,5
Un usuario de Google,EXCELENTE,5
Un usuario de Google,se cierra y sale aplicación no responde 😡,1
Un usuario de Google,práctica,4
Un usuario de Google,sin duda el primer banco del pais,5
Un usuario de Google,muy buena,5
Un usuario de Google,normalmente funciona muy bien,2
Un usuario de Google,buena,5
Un usuario de Google,2 actualizaciones por semana? que carajos pasa?,1
Un usuario de Google,"vengo usando la app desde hace un año y puedo decir que va perfecto (incluso la probé en dispositivos antiguos y funcionaba bien en ellos) así que le pondré una clasificación alta. Eso sí, sería bueno que tuviera una opción de acceder vía huella digital como se hace para acceder al dispositivo",5
Un usuario de Google,excelente servicio,5
Un usuario de Google,excelente,5
Un usuario de Google,buena,5
Un usuario de Google,buenísimo,5
Un usuario de Google,esta chévere me facilita muchas cosas,5
Un usuario de Google,muy buena no tengo ningún problema hasta el día de hoy,4
Un usuario de Google,mejor,5
Un usuario de Google,muy buena,5
Un usuario de Google,Empeoran con cada actualización,2
Un usuario de Google,pongan préstamos cortos aunque sea de 100 o 200 y nos descuenten semanal o al mes con el interés,3
Un usuario de Google,lo máximo,5
Un usuario de Google,FALTA PAGO DE LETRASSSS,4
Un usuario de Google,😁 😁,5
Un usuario de Google,"muchos problemas , no realiza la transferencia y aparece error porfavor corrijan",1
Un usuario de Google,excelente,5
Un usuario de Google,excelente servicio,5
Un usuario de Google,"muy eficiente,bendiciones...",4
Un usuario de Google,excelente,5
Un usuario de Google,aun sigo esperando para que me den un crédito 💳,5
Un usuario de Google,gracias por ésta aplicación es de mucha ayuda para los que trabajamos viajando.,5
Un usuario de Google,Hasta ahora mi experiencia es positiva,5
Un usuario de Google,fácil de uso la aplicación y segura,5
Un usuario de Google,Cada día es más lento. Está pésimo la aplicación.,1
Un usuario de Google,muy buenos,5
Un usuario de Google,muy buena,5
Un usuario de Google,exelente,5
Un usuario de Google,es mucho mejor,5
Un usuario de Google,es muy útil de mucha utilidad,5
Un usuario de Google,"el aplicativo es bueno ,pero rara vez deja de funcionar y ahora ya no me permite abrirla aunque ya la haya actualizado",3
Un usuario de Google,Mal fui a comprar pan quería pagar y no con yape y no pude hacerlo,1
Un usuario de Google,exelente,5
Un usuario de Google,muy buena es oportuna por que está en todos los lugares donde te encuentres,5
Un usuario de Google,buen servicio,5
Un usuario de Google,app espectacular los asesores lo máximo,5
Un usuario de Google,muy buena y rápida las operaciones,5
Un usuario de Google,muy bueno,5
Un usuario de Google,con la última actualización desapareció toda mi plata,1
Un usuario de Google,buena,5
Un usuario de Google,"Muy bueno, gracias BCP",5
Un usuario de Google,Exelente,3
Un usuario de Google,No cargo efectivo y puedo pagar servicios sin hacer colas.,5
Un usuario de Google,gracias me resultó muy fácil y útil agradezco mucho al bcp,5
Un usuario de Google,"tengo un problema que al escanear mi dni para crear mi codigo de 6 digitos siempre sale el mismo panel rojo, ya han habido varias ocasiones en las que he cumplido con la iluminacion y encuadre que piden y sigue sin escanear (en la pagina y en la app) no se si sea por falta de una actualizacion pero me tiene estresado, mi dni es electronico y el más reciente que ha hecho reniec",1
Un usuario de Google,excelente,5
Un usuario de Google,muy lento,3
Un usuario de Google,Presenta fallas continuamente.,2
Un usuario de Google,satisfecho con el servicio,4
Un usuario de Google,más o menos piden actualización muy seguido es molestoso,5
Un usuario de Google,muy buena,5
Un usuario de Google,bueno,5
Un usuario de Google,Excelente app fácil y rapida,5
Un usuario de Google,no puedo ingresar a mi app por que de mi celular moto g 60,5
Un usuario de Google,ok,4
Un usuario de Google,𝐞𝐬 𝐞𝐱𝐜𝐞𝐥𝐞𝐧𝐭𝐞,5
Un usuario de Google,por favor no deseo cambiar mi aplicación doy muy mayor 77 años gracias,5
Un usuario de Google,ok,5
Un usuario de Google,muy bien la aplicación,5
Un usuario de Google,goood,5
Un usuario de Google,no sirve la app no tengo tengo dinero:c,5
Un usuario de Google,desde la última actualización no puedo acceder a mi aplicación no puedo hacer nada con mis cuentas por favor deben solucionar el tema cuánto antes,1
Un usuario de Google,a cada rato actualizar 😡,1
Un usuario de Google,útil ok,5
Un usuario de Google,"Deberian de quitar el biometrico, que pasa si me quedo dormido y alguien lo activa con mi dedo, por lo demás esta bien.",4
Un usuario de Google,muy bien súper bueno,4
Un usuario de Google,bien 👍🏻,5
Un usuario de Google,perfecto,5
Un usuario de Google,no hace fácil los pagos y transferencias,5
Un usuario de Google,muy buenos,5
Un usuario de Google,rápido,5
Un usuario de Google,bien,5
Un usuario de Google,exelente,4
Un usuario de Google,Bien,5
Un usuario de Google,no me carga,1
Un usuario de Google,buena,5
Un usuario de Google,exelente,5
Un usuario de Google,muy buena app,5
Un usuario de Google,Buen aplicativo,5
Un usuario de Google,excelente operatividad de la APP,5
Un usuario de Google,"mi app se cierra, no se ejecuta🫤",1
Un usuario de Google,"Eficiente el servicio, ahorra tiempo.",5
Un usuario de Google,funciona bien muy pocas veces te pide actualizar,5
Un usuario de Google,muy buen servicio.,5
Un usuario de Google,ta bien 👍,3
Un usuario de Google,Buena atencion,5
Un usuario de Google,es rapido y seguro,5
Un usuario de Google,Excelente,5
Un usuario de Google,desastrosa,1
Un usuario de Google,trabajo óptimo,5
Un usuario de Google,muy bueno 👌,5
Un usuario de Google,lo Recomiendo 💯 eficaz y Rapidez en todo los aspectos pagas todo tus servicios en uno sin moverte de casa Gracias BCP.,5
Un usuario de Google,muy buena aplicacion,5
Un usuario de Google,muy bien,5
Un usuario de Google,Ha mejorado bastante. Puedo realizae todas mis operaciones con rapidez.,4
Un usuario de Google,BCP genial😉,5
Un usuario de Google,"Utilizo Motorola y después de muchos intentos de abrir la aplicación durante varios días, el banco respondió mi llamada, luego de mucha insistencia, y me dicen que hay errores con algunos equipos y que pronto deberían actualizarlo y corregir esos errores. Que quede constancia que el banco BCP y sus desarrolladores son el problema por no darle solución inmediata. Mientras, esperaré hasta que se acaben los plazos de mis pagos y comiencen los intereses 🥸",1
Un usuario de Google,muy bueno está tarjeta 👍,5
Un usuario de Google,Muy bien gracias,5
Un usuario de Google,Excelente aplicativo.,5
Un usuario de Google,wow,5
Un usuario de Google,aun es una app no muy segura .,5
Un usuario de Google,estoy aprendiendo como manejar trasferir dinero,5
Un usuario de Google,excelente,5
Un usuario de Google,excelente,5
Un usuario de Google,"son las 1:31 am 29 mayo 2025 , como es posible que aparezca , a ocurrido un error en el servicio lo sentimos, muy mala aplicación , por emergencias y me salen con esto .",1
Un usuario de Google,No tengo observaciones,5
Un usuario de Google,Mínimo un premio por las estrellas,1
Un usuario de Google,mal,5
Un usuario de Google,buena,5
Un usuario de Google,exelente,5
Un usuario de Google,buena app,5
Un usuario de Google,exelente,5
Un usuario de Google,muy bueno y práctico 🥰🥰🥰me ayuda bastante,5
Un usuario de Google,por que no me abre el link,5
Un usuario de Google,"actualmente ya voy casi 1 mes sin poder ingresar al aplicativo de Banca Móvil... al ingresar se cierra automáticamente, no me deja ingresar... hasta el día de hoy no le dan solución a ello porfavor",3
Un usuario de Google,muy bien,5
Un usuario de Google,Me pare ce muy buena esta app.,5
Un usuario de Google,"Excelente, ayuda muchísimo",5
Un usuario de Google,"ya no me deja ver mi saldo, la anterior versión era mucho más fácil y rápida para tener está información, son 3 pasos más que no te permiten ver el global de tu dinero.",4
Un usuario de Google,mucho cobra mantenimiento,1
Un usuario de Google,es muy buena,5
Un usuario de Google,soy nuevo.,5
Un usuario de Google,Sencillo!!,5
Un usuario de Google,excelente,5
Un usuario de Google,"Con respecto a las demás aplicaciones de banca en Perú, la Mejor.",5
Un usuario de Google,Excelentes,4
Un usuario de Google,excelente,5
Un usuario de Google,Bien,4
Un usuario de Google,no 🙂‍↔️ ingresa el aplicativo,1
Un usuario de Google,muy bueno,5
Un usuario de Google,Muy útil,5
Un usuario de Google,Excelente,3
Un usuario de Google,buena app,5
Un usuario de Google,genial,5
Un usuario de Google,buen aplicativo,5
Un usuario de Google,excelente,5
Un usuario de Google,excelente servicio muy práctico y funcional,5
Un usuario de Google,"no se porque me sale error cuando quiero hacer operaciones nuevas, ""la sincronizacion con tu clave token fallo"" es el mensaje que me sale. ni en el banco sabían como ayudarme",2
Un usuario de Google,buena,5
Un usuario de Google,Sería genial una vinculación o alianza con Paypal para transferir saldo instantáneamente y sin intermediarios,5
Un usuario de Google,buena excelente,5
Un usuario de Google,siempre me falla el token digital y por eso no puedo hacer compras en el extranjero,1
